899.32	0.140
900.95	0.142
902.58	0.144
904.21	0.146
905.83	0.147
907.46	0.145
909.09	0.143
910.72	0.141
912.34	0.139
913.97	0.137
915.60	0.136
917.22	0.136
918.85	0.136
920.48	0.136
922.11	0.137
923.73	0.137
925.36	0.137
926.99	0.137
928.61	0.138
930.24	0.138
931.87	0.139
933.49	0.140
935.12	0.141
936.74	0.141
938.37	0.143
940.00	0.143
941.62	0.145
943.25	0.146
944.87	0.149
946.50	0.151
948.12	0.153
949.75	0.156
951.38	0.158
953.00	0.161
954.63	0.163
956.25	0.166
957.88	0.168
959.50	0.171
961.13	0.174
962.75	0.175
964.37	0.177
966.00	0.179
967.62	0.180
969.25	0.181
970.87	0.183
972.50	0.184
974.12	0.185
975.74	0.186
977.37	0.187
978.99	0.188
980.62	0.189
982.24	0.190
983.86	0.191
985.49	0.192
987.11	0.192
988.73	0.193
990.36	0.193
991.98	0.193
993.60	0.193
995.22	0.193
996.85	0.193
998.47	0.193
1000.09	0.192
1001.71	0.192
1003.34	0.192
1004.96	0.191
1006.58	0.191
1008.20	0.190
1009.82	0.189
1011.45	0.187
1013.07	0.186
1014.69	0.184
1016.31	0.182
1017.93	0.179
1019.55	0.178
1021.17	0.175
1022.80	0.173
1024.42	0.170
1026.04	0.168
1027.66	0.167
1029.28	0.165
1030.90	0.163
1032.52	0.162
1034.14	0.160
1035.76	0.159
1037.38	0.157
1039.00	0.156
1040.62	0.155
1042.24	0.154
1043.86	0.153
1045.48	0.153
1047.10	0.152
1048.72	0.151
1050.34	0.150
1051.96	0.149
1053.57	0.147
1055.19	0.146
1056.81	0.145
1058.43	0.145
1060.05	0.143
1061.67	0.143
1063.29	0.142
1064.90	0.142
1066.52	0.141
1068.14	0.141
1069.76	0.140
1071.38	0.140
1072.99	0.140
1074.61	0.139
1076.23	0.139
1077.84	0.139
1079.46	0.139
1081.08	0.138
1082.70	0.138
1084.31	0.138
1085.93	0.138
1087.55	0.138
1089.16	0.138
1090.78	0.138
1092.39	0.138
1094.01	0.139
1095.63	0.139
1097.24	0.140
1098.86	0.140
1100.47	0.141
1102.09	0.142
1103.70	0.143
1105.32	0.144
1106.93	0.144
1108.55	0.145
1110.16	0.145
1111.78	0.146
1113.39	0.148
1115.01	0.149
1116.62	0.151
1118.24	0.153
1119.85	0.155
1121.46	0.158
1123.08	0.162
1124.69	0.166
1126.30	0.172
1127.92	0.180
1129.53	0.191
1131.14	0.205
1132.76	0.220
1134.37	0.236
1135.98	0.251
1137.60	0.267
1139.21	0.281
1140.82	0.296
1142.43	0.310
1144.04	0.321
1145.66	0.327
1147.27	0.332
1148.88	0.336
1150.49	0.343
1152.10	0.350
1153.71	0.362
1155.32	0.374
1156.94	0.389
1158.55	0.403
1160.16	0.419
1161.77	0.434
1163.38	0.451
1164.99	0.466
1166.60	0.482
1168.21	0.498
1169.82	0.514
1171.43	0.531
1173.04	0.549
1174.65	0.570
1176.26	0.595
1177.87	0.627
1179.48	0.659
1181.08	0.687
1182.69	0.700
1184.30	0.698
1185.91	0.682
1187.52	0.657
1189.13	0.629
1190.73	0.604
1192.34	0.587
1193.95	0.575
1195.56	0.568
1197.16	0.564
1198.77	0.562
1200.38	0.560
1201.99	0.559
1203.59	0.554
1205.20	0.549
1206.81	0.542
1208.41	0.535
1210.02	0.528
1211.63	0.519
1213.23	0.511
1214.84	0.503
1216.44	0.493
1218.05	0.484
1219.65	0.474
1221.26	0.465
1222.86	0.455
1224.47	0.446
1226.07	0.437
1227.68	0.429
1229.28	0.421
1230.89	0.414
1232.49	0.406
1234.10	0.400
1235.70	0.393
1237.30	0.388
1238.91	0.382
1240.51	0.377
1242.11	0.373
1243.72	0.369
1245.32	0.365
1246.92	0.362
1248.52	0.359
1250.13	0.356
1251.73	0.352
1253.33	0.351
1254.93	0.347
1256.54	0.345
1258.14	0.342
1259.74	0.340
1261.34	0.338
1262.94	0.336
1264.54	0.333
1266.14	0.332
1267.74	0.329
1269.34	0.328
1270.94	0.325
1272.54	0.324
1274.14	0.322
1275.74	0.321
1277.34	0.320
1278.94	0.319
1280.54	0.318
1282.14	0.316
1283.74	0.316
1285.34	0.316
1286.94	0.316
1288.54	0.316
1290.14	0.317
1291.73	0.319
1293.33	0.319
1294.93	0.322
1296.53	0.323
1298.13	0.326
1299.72	0.328
1301.32	0.331
1302.92	0.335
1304.51	0.339
1306.11	0.343
1307.71	0.349
1309.30	0.354
1310.90	0.361
1312.50	0.367
1314.09	0.375
1315.69	0.382
1317.28	0.391
1318.88	0.399
1320.47	0.410
1322.07	0.419
1323.66	0.431
1325.26	0.442
1326.85	0.455
1328.45	0.468
1330.04	0.482
1331.63	0.497
1333.23	0.512
1334.82	0.528
1336.41	0.545
1338.01	0.562
1339.60	0.579
1341.19	0.597
1342.79	0.615
1344.38	0.634
1345.97	0.655
1347.56	0.677
1349.16	0.704
1350.75	0.735
1352.34	0.764
1353.93	0.788
1355.52	0.802
1357.11	0.810
1358.70	0.819
1360.29	0.832
1361.88	0.846
1363.47	0.862
1365.06	0.880
1366.65	0.903
1368.24	0.932
1369.83	0.962
1371.42	0.994
1373.01	1.024
1374.60	1.047
1376.19	1.072
1377.78	1.102
1379.37	1.141
1380.96	1.195
1382.54	1.258
1384.13	1.325
1385.72	1.374
1387.31	1.422
1388.89	1.459
1390.48	1.481
1392.07	1.512
1393.66	1.526
1395.24	1.554
1396.83	1.572
1398.41	1.579
1400.00	1.592
1401.59	1.608
1403.17	1.611
1404.76	1.619
1406.34	1.625
1407.93	1.628
1409.51	1.634
